年份,批次,区名称,学校信息,录取最低分,是否同分优待
2025,名额分配到校,静安区,新中初级中学         上海市市西中学,731.5,否
2025,名额分配到校,静安区,新中初级中学         上海市育才中学,706.5,否
2025,名额分配到校,静安区,新中初级中学        上海市新中高级中学,710.5,否
2025,名额分配到校,静安区,新中初级中学         上海市市北中学,722,否
2025,名额分配到校,静安区,新中初级中学         上海市回民中学,655,否
2025,名额分配到校,静安区,新中初级中学        上海市第六十中学,676,否
2025,名额分配到校,静安区,新中初级中学        上海市华东模范中学,661.5,否
2025,名额分配到校,静安区,静安区实验中学        上海市市西中学,724,否
2025,名额分配到校,静安区,静安区实验中学        上海市育才中学,701.5,否
2025,名额分配到校,静安区,静安区实验中学       上海市新中高级中学,710.5,否
2025,名额分配到校,静安区,静安区实验中学        上海市市北中学,716.5,否
2025,名额分配到校,静安区,院     回民中学,660,否
2025,名额分配到校,静安区,静安区实验中学        上海市第六十中学,686.5,否
2025,名额分配到校,静安区,静安区实验中学       上海市华东模范中学,670,否
2025,名额分配到校,静安区,静安区实验中学        复旦大学附属中学,668.5,否
2025,名额分配到校,静安区,朝阳中学          上海市育才中学,724.5,否
2025,名额分配到校,静安区,院,688,否
2025,名额分配到校,静安区,朝阳中学          上海市回民中学,656.5,否
2025,名额分配到校,静安区,朝阳中学          上海市第六十中学,686.5,否
2025,名额分配到校,静安区,市北初级中学         上海市市西中学,731,否
2025,名额分配到校,静安区,市北初级中学         上海市育才中学,710,否
2025,名额分配到校,静安区,市北初级中学        上海市新中高级中学,708.5,否
2025,名额分配到校,静安区,市北初级中学         上海市市北中学,724.5,否
2025,名额分配到校,静安区,市北初级中学         上海市回民中学,660.5,否
2025,名额分配到校,静安区,市北初级中学         上海市第六十中学,678,否
2025,名额分配到校,静安区,市北初级中学        上海市华东模范中学,661,否
2025,名额分配到校,静安区,市北初级中学     华东师范大学第二附属中学,750,否
2025,名额分配到校,静安区,风华初级中学         上海市市西中学,734.5,否
